uuid,is_security,is_toxicity,is_stereotype,_id,tsne_x,tsne_y,class
e8592984-aa4a-d0ff-4d97-f1711ab30b10,False,True,True,445297193879972212,6.85031,16.082605,Stereotype
4042056a-b788-69f4-5012-e476e0fc1a43,False,True,True,445297193879972214,35.724167,-7.6601095,Stereotype
426c6341-b77a-6825-2edb-f460faefef67,False,True,True,445297193879972216,36.442646,-2.9852905,Stereotype
c3d4890b-b9c0-6d25-bf0d-8da0a7423899,False,True,True,445297193879972218,-9.264804,-8.759799,Stereotype
4c8f0710-98f2-7af8-87b3-d8ef5feb1085,False,True,True,445297193879972220,-9.763864,-5.908496,Stereotype
330e93a9-69e8-3d02-832f-af5244b312fe,True,False,False,445297193879972222,37.87928,63.328236,Security
17373b14-fc61-08d4-48bf-284298f5dccb,True,False,False,445297193879972224,52.52633,-15.193303,Security
76c652c7-9eb4-509a-a7ed-7fc29dbe76a5,True,False,False,445297193879972226,54.03833,-15.608524,Security
4c628dda-353f-402e-7acc-93f57f185043,True,False,False,445297193879972228,50.83967,-12.448876,Security
adc134c1-5a7f-55aa-5440-b2bd8219f5c4,True,False,False,445297193879972230,58.780167,-17.848972,Security
98625732-74cb-ea24-3488-15befaaf9a23,True,False,False,445297193879972232,76.46282,-16.910334,Security
9166154c-4380-bbe0-a57b-80d75bd14d3b,True,False,False,445297193879972234,76.52462,-16.656239,Security
32623c39-3f8d-cc2a-73d1-c12594e5fc0b,True,False,False,445297193879972236,76.666214,-16.714527,Security
aa97e5d3-8842-031d-8ddb-42b94f4a055d,True,False,False,445297193879972238,58.053993,-20.33709,Security
980e104b-4b75-e30d-dc4c-37ef0af2a624,True,False,False,445297193879972240,56.56582,-17.956137,Security
1a61c996-d9bf-5444-0c41-886057754905,True,False,False,445297193879972242,52.49486,-12.365206,Security
138a62e5-4a97-28c9-685e-8546c838a7bc,True,False,False,445297193879972244,51.71574,-18.308834,Security
f3e6c020-777b-4191-48ce-96810f4c7209,True,False,False,445297193879972246,48.927456,-7.1838613,Security
cf7b1b86-6eb5-6e16-e54c-ffb15c2b8537,True,False,False,445297193879972248,61.000034,-25.80673,Security
50e400e6-2a20-e976-c901-0e095ff68679,True,False,False,445297193879972250,60.962696,-25.810528,Security
610790cb-9905-619f-11b7-10f8f0450c27,True,False,False,445297193879972252,55.88001,-22.297937,Security
a04528e0-5ccb-c795-17bb-df25e37c59e0,True,False,False,445297193879972254,66.05454,-28.449156,Security
2bf30604-94c2-cb8c-d46c-2b4d68251d93,False,True,False,445297193879972256,40.707943,57.722595,Toxicity
8f371480-fb73-cb97-4ffc-919fea43dab8,False,True,False,445297193879972258,7.787665,42.8711,Toxicity
a0a6241b-a06b-1c28-3850-383cb4e44a54,False,True,True,445297193879972260,3.1202874,37.785175,Stereotype
1e461bde-8aa6-df4b-5e47-ac44703e6201,False,True,True,445297193879972262,-19.556242,-13.055958,Stereotype
d8476ab9-461d-94c5-415e-daf014cec6ef,False,True,True,445297193879972264,-15.92406,-38.26641,Stereotype
652ebbea-c94c-18f6-1c66-68bb07e0503d,False,True,True,445297193879972266,31.724447,-5.1682687,Stereotype
3c945955-b04e-a545-f639-1426ef6e9ca0,False,True,True,445297193879972268,-5.224227,-8.626729,Stereotype
e15440de-7a71-992f-f816-b844b79ea6cc,False,True,True,445297193879972270,37.960598,2.186069,Stereotype
8b725ea1-a893-4839-523f-59d8d848aaa8,False,True,True,445297193879972272,2.7191482,24.617207,Stereotype
91a3839d-520c-c074-25ac-e94366e8619d,False,True,True,445297193879972274,-16.553051,-50.20179,Stereotype
1a681005-24e8-1bcc-33cc-826230bc4138,False,True,True,445297193879972276,-16.554718,-50.20079,Stereotype
2188d7f3-58cc-892a-918e-b4b2d3c45eff,False,True,True,445297193879972278,6.4953084,34.13098,Stereotype
be113e94-1c7d-19ab-6306-f8f3f8bcb642,False,True,True,445297193879972280,15.633917,-35.232964,Stereotype
391876b7-3036-f5c1-5360-999f1dada505,False,True,True,445297193879972282,-42.96043,-14.360516,Stereotype
6d8b4f88-6d79-8987-a206-d942d1df3f2d,False,True,True,445297193879972284,20.596333,-34.23986,Stereotype
449a2395-9d29-7d31-c12a-fbc0fede5fa9,False,True,True,445297193879972286,4.800107,35.53134,Stereotype
5ccfe2a7-c934-225b-eef4-811d756ad06b,False,True,True,445297193879972288,-26.5456,-40.16222,Stereotype
762479d0-39ab-30a4-63d7-f5d83c66f603,False,True,True,445297193879972290,-26.895103,40.249584,Stereotype
98f1f685-22c6-dbc7-396d-3d60ba6b7796,False,True,True,445297193879972292,-38.255947,-15.168757,Stereotype
bf375e25-7714-08ce-ce09-43d5e1ec40ef,False,True,True,445297193879972294,-3.1621113,-42.301125,Stereotype
e729bd33-0fe4-7854-40a9-cf2c84737494,False,True,True,445297193879972296,36.465534,-3.0818803,Stereotype
e4bc0327-10cc-e23c-6793-c217b4564afe,True,False,False,445297193879972298,36.48088,63.830086,Security
3ad7c52f-69fe-23f8-f355-3c4860523d73,True,False,False,445297193879972300,61.07472,-16.293163,Security
d7f6b8e2-dda8-7f49-5262-7b920d17814a,True,False,False,445297193879972302,76.36584,-16.995659,Security
6af9bc71-6921-5555-0924-6f311a30b377,True,False,False,445297193879972304,47.191086,-8.267562,Security
aebf0c93-5e94-1856-986d-a87e4c3fc189,True,False,False,445297193879972306,65.89774,-26.660826,Security
aac5f58c-6021-9b6d-1315-632c4e6a6439,True,False,False,445297193879972308,65.99524,-28.514082,Security
5aca5971-ca35-8414-07e1-ff9eb79fd36b,False,True,False,445297193879972310,7.8204255,41.220234,Toxicity
7982090d-e829-942b-3de4-d50e651f6c1c,False,True,False,445297193879972312,3.8627577,17.828272,Toxicity
b1632ace-d494-37f3-d381-cdb8252d83d0,False,True,False,445297193879972314,4.8514895,30.196281,Toxicity
e52bdaff-4f22-d191-099a-150b815a5fed,False,True,False,445297193879972316,10.180715,45.398224,Toxicity
4b6351bd-195d-360b-0eb7-e8cb2fde5b48,False,True,False,445297193879972318,9.052692,39.03968,Toxicity
c6e89de9-707b-10f8-42e4-42574b9d338b,False,True,True,445297193879972320,25.305334,-28.754805,Stereotype
ac6e2fe8-2784-a1c1-9228-7159bdab60bd,False,True,True,445297193879972322,-9.588955,-42.840862,Stereotype
b81442a8-de98-bd2a-dc52-6722f7820041,False,True,True,445297193879972324,16.40653,-2.4362988,Stereotype
a3afb6ae-10b2-acbf-52fc-7c8bb57e62d0,False,True,True,445297193879972326,-12.630213,-0.25532234,Stereotype
2dc206d0-cdd8-f4dc-c7a7-d2ecd6848cf8,False,True,True,445297193879972328,35.65126,-26.343851,Stereotype
3ffc8630-2b98-7dc0-acf2-8cc8d93f0e02,False,True,True,445297193879972330,18.799507,-30.580282,Stereotype
bb7aeae9-4024-7ba0-d94f-edf116d0026d,False,True,True,445297193879972332,11.048238,25.285717,Stereotype
d9335a61-001a-37d6-0310-401ab53e5326,False,True,True,445297193879972334,5.00559,18.599316,Stereotype
50bd4dbf-a5f0-9030-057c-80aa0abf9c8e,False,True,True,445297193879972336,36.404346,-3.1651525,Stereotype
eb5fd951-7221-322d-f9ae-36cb6d1fac23,False,True,True,445297193879972338,-10.655888,39.078907,Stereotype
e866577d-ad36-3547-fea2-4dbc6961ec54,False,True,True,445297193879972340,-9.754073,-5.5152116,Stereotype
d7d73160-48d7-108c-3447-6fb2d9ef6a58,False,True,True,445297193879972342,-9.751489,-5.8212523,Stereotype
77bbe6f3-80b6-8602-d7f0-76d944767d87,True,False,False,445297193879972344,38.07167,63.372826,Security
93fba4e8-bdd8-8786-580b-e1e27939db39,True,False,False,445297193879972346,37.293312,62.464603,Security
7d852b7c-4aba-5df8-5d81-37ff7c4d11d2,True,False,False,445297193879972348,60.186207,-16.347778,Security
c9e133bb-7c6f-37cf-eb48-45967f49e748,True,False,False,445297193879972350,60.278397,-16.140833,Security
b9ac9500-6be0-9aee-7a0c-9a0f3f4a4b72,False,True,False,445297193879972352,7.1525807,41.820415,Toxicity
0cd2d2bb-7bf8-1aba-8027-b2d9db447d20,True,False,False,445297193879972354,77.066956,-16.531034,Security
4da4542e-f1ec-4ebe-66f9-b16f73aeff0e,True,False,False,445297193879972356,55.201885,-17.658533,Security
2ec94307-dd76-11b1-8133-6f0f73db1cda,False,True,False,445297193879972358,-39.901314,20.551363,Toxicity
6c9e4abd-98ee-3f11-b623-776200678ac4,True,False,False,445297193879972360,49.696854,-7.7858877,Security
8713f3b9-3c09-720c-6b9a-45dd291b8e50,True,False,False,445297193879972362,80.500916,-15.243725,Security
92c52c17-9693-8086-d234-48b3ff96c86b,False,True,False,445297193879972364,9.097249,38.952023,Toxicity
3990a079-512d-aa36-8f51-15d4f545cf26,True,False,False,445297193879972366,80.326584,-17.964981,Security
aa406399-a453-eb92-d899-f2c4a7b19f0d,False,True,True,445297193879972368,-34.238297,7.597679,Stereotype
8430c2df-9367-d82b-38ca-e9a815242924,False,True,True,445297193879972370,-34.6091,7.591456,Stereotype
b5b96d6c-d24c-aca8-0715-ffe86942143d,False,True,True,445297193879972372,1.5310525,-41.42259,Stereotype
7f1d0503-15cf-6fc3-c73a-07f5492fdbc6,False,True,True,445297193879972374,16.096605,-27.130793,Stereotype
183cd00f-9dfe-85f2-3d55-2070bec84447,False,True,True,445297193879972376,31.774818,-5.186389,Stereotype
9c9634b9-700b-4fd9-3d2b-789c0e8bffa0,False,True,True,445297193879972378,31.78874,-5.1799526,Stereotype
dcde46b8-3f63-d8b6-4a56-8b85878b5353,False,True,True,445297193879972380,37.92323,2.2437756,Stereotype
1e48602b-f2fe-d576-5b5c-54f02595bf51,False,True,True,445297193879972382,44.243885,10.247233,Stereotype
ccb73fa2-dbbf-3d4e-e74b-6eb29f12f4a7,False,True,True,445297193879972384,24.933195,-24.237793,Stereotype
d863237c-527c-c87d-db42-8d5c2c577b04,False,True,True,445297193879972386,45.727848,5.8526897,Stereotype
a73051a3-ffd5-703f-e979-59777e917146,False,True,True,445297193879972388,8.879745,50.263725,Stereotype
a7035b71-30a8-e918-b7a9-f709e656406d,False,True,True,445297193879972390,33.41364,-1.9845989,Stereotype
5bd9ee84-196c-e632-5912-971c912b8b74,False,True,True,445297193879972392,10.007143,-19.621372,Stereotype
da85b902-8700-03e5-7db2-4ec8f98d89ab,False,True,True,445297193879972394,17.477926,-25.528782,Stereotype
ed779d8a-599d-4b01-a5b9-f99cebe65a59,False,True,True,445297193879972396,-21.123245,-39.845158,Stereotype
f69f8f61-184a-8476-0801-8c37c4586356,False,True,True,445297193879972398,-26.53901,-40.164257,Stereotype
aece7d9f-966d-1bc2-0759-47547a82043a,False,True,True,445297193879972400,21.627886,-27.144411,Stereotype
753092ba-3a87-c99f-48ee-de954a0b879b,False,True,True,445297193879972402,-23.42725,19.68806,Stereotype
3f575284-b747-8203-e4b0-71c2aa0f35cd,False,True,True,445297193879972404,-3.1582377,-42.304615,Stereotype
58810310-964f-15c5-66ea-6ab2c2f8ecda,False,True,True,445297193879972406,-3.7081492,36.951412,Stereotype
d0af8021-a34f-7b54-7bef-e5d4d3e6c3bc,False,True,True,445297193879972408,-34.754658,-13.312752,Stereotype
624b2369-2167-bb07-7d31-adaa6361394f,False,True,True,445297193879972410,-9.25407,-8.714609,Stereotype
82e005b7-4fe5-bae8-b49f-73316013fb20,True,False,False,445297193879972412,38.773434,62.0283,Security
f20de1a4-86ad-5a80-79de-5524be1a9749,True,False,False,445297193879972414,37.014004,62.765854,Security
a950864d-f4f7-d4ec-d8ba-b500f90276f8,True,False,False,445297193879972416,36.90145,62.913425,Security
9c741d44-b621-39b5-a976-10fe826494de,True,False,False,445297193879972418,59.056324,-18.105932,Security
119931a3-c086-b5df-b40c-1afe81fe3a34,True,False,False,445297193879972420,58.71844,-18.307735,Security
f80ad84d-129d-6e57-cd34-bed8aaf0f119,True,False,False,445297193879972422,60.862053,-16.67707,Security
7c849c2b-2c0d-bb20-6c4a-ee5df0dad24b,True,False,False,445297193879972424,76.163246,-16.577621,Security
b77bf36f-ffbb-5f01-fda6-628ce7de627a,True,False,False,445297193879972426,55.4716,-18.305382,Security
c04b3e5b-dd3b-b24a-260b-8af4e39d94f1,True,False,False,445297193879972428,48.727367,-8.331952,Security
cea62abb-3568-6a52-a532-1c570b37cf8e,True,False,False,445297193879972430,48.499023,-6.9838967,Security
6ae77591-1bd2-26d8-2e7d-0639a768b70f,False,True,False,445297193879972432,6.600688,29.060926,Toxicity
b240cb87-2023-540a-a50f-e5f6bb896e43,False,True,False,445297193879972434,-59.548214,7.181426,Toxicity
a0975726-5ec1-2e03-f4df-08c36879a93e,False,True,False,445297193879972436,10.493073,44.298004,Toxicity
35ea300d-51b1-42af-9db1-1480827c4dc6,False,True,True,445297193879972438,33.35289,2.0156538,Stereotype
86398e67-f2cd-b36c-f4d1-991882819e2c,False,True,True,445297193879972440,16.123156,-27.133102,Stereotype
26472225-523d-ffe1-1902-abd670465bc3,False,True,True,445297193879972442,-26.932743,34.79832,Stereotype
4272b356-33bf-f33e-35f5-77d569c4879c,False,True,True,445297193879972444,-12.809549,-0.337042,Stereotype
36bf564d-053e-76de-ae8b-e6884e664ee0,False,True,True,445297193879972446,-5.1965675,-8.641812,Stereotype
efaaa159-0461-da02-f21a-3c25e88a2de4,False,True,True,445297193879972448,10.773547,-22.538717,Stereotype
3e4629b2-978e-b249-e098-e5a7bc080bab,False,True,True,445297193879972450,10.9913645,-22.696976,Stereotype
45ad11e2-053b-5a87-d041-725e3b548986,False,True,True,445297193879972452,10.979166,-22.636768,Stereotype
eb3239d8-ab14-a043-fb45-c1e7cf77f177,False,True,True,445297193879972454,44.240707,10.252178,Stereotype
1de01790-8d98-db65-1eb1-8c1d8b74550a,False,True,True,445297193879972456,11.329104,-37.287888,Stereotype
efe6fde4-ed7f-1625-27df-62bd1c4e7434,False,True,True,445297193879972458,39.095783,-1.232752,Stereotype
8ff8e0b8-65d1-0536-467a-33c9a5a614ca,False,True,True,445297193879972460,-23.347157,19.48027,Stereotype
eac0b103-7114-eb0d-4e76-6b7c3aa65484,False,True,True,445297193879972462,35.714703,-7.6576867,Stereotype
8d0a1600-eca1-a1ba-cd6b-c84ec9454608,False,True,True,445297193879972464,-35.038174,-17.168407,Stereotype
e6ec5589-ebf1-cfd3-53ff-065ddd269aa4,False,True,True,445297193879972466,-9.223632,-8.596318,Stereotype
916ec0ea-429b-4088-670d-580fa027019e,False,True,True,445297193879972468,-21.816566,-46.287395,Stereotype
21ca5be5-3931-351c-fd8f-72dd86ebdd05,True,False,False,445297193879972470,38.0615,63.432053,Security
ac054558-f70b-0456-e3df-83093f04e10d,True,False,False,445297193879972472,51.43723,-13.944732,Security
6e0a2517-6691-5972-8ac0-f0b824e3cc14,True,False,False,445297193879972474,53.94028,-15.552305,Security
1d51beea-adf3-8723-ebad-7d38980f7f0e,True,False,False,445297193879972476,59.393864,-19.24783,Security
67cf1cd1-62ad-c930-eb12-eeac2a0f84ec,True,False,False,445297193879972478,58.479828,-17.983679,Security
d3cf7bed-7880-de57-5a4b-e0b1c892b7b1,True,False,False,445297193879972480,55.581234,-18.316244,Security
9b04e697-1066-5886-f07b-874779599fff,True,False,False,445297193879972482,52.150024,-18.67732,Security
b63bc89e-0551-235b-4733-4850b7f77109,True,False,False,445297193879972484,58.820908,-28.538103,Security
f2813127-abec-62d6-8330-056a17dfa65a,True,False,False,445297193879972486,65.98074,-26.671268,Security
3b73642d-2d27-9b77-788c-2fba803c3974,False,True,False,445297193879972488,6.9682264,41.79422,Toxicity
e1aad6a0-0453-7924-d2c1-a683ca9224e6,False,True,False,445297193879972490,32.275204,-18.22949,Toxicity
e3cd2a22-9702-e692-3eb0-03403ceab096,False,True,False,445297193879972492,14.871889,14.377789,Toxicity
9b0d2690-0620-0fb1-d953-7a6c9ca01c62,False,True,False,445297193879972494,6.6288133,27.939997,Toxicity
dac947d5-6dae-97cc-7766-84427ec0060e,False,True,False,445297193879972496,7.918976,43.183037,Toxicity
3b1ad3f3-a75b-cf97-5c6c-714fc5e1b2b2,False,True,False,445297193879972498,-56.746265,6.223541,Toxicity
30736810-7b04-de2c-d789-17dd289e76a4,False,True,False,445297193879972500,10.486885,28.881506,Toxicity
16f2a5e5-b427-b156-0606-41e330f1f8b7,False,True,False,445297193879972502,-47.271904,4.415003,Toxicity
e2d7cccd-d41c-abb0-b75e-351ec107405f,False,True,False,445297193879972504,3.5882459,30.014591,Toxicity
bdda68f6-9872-1c96-a2f0-c54e9be4b2f3,False,True,False,445297193879972506,39.387146,59.451508,Toxicity
76912b8e-1edc-694a-056f-d87f4790c365,False,True,True,445297193879972508,-18.250834,9.838823,Stereotype
724f6d60-693a-7d7b-a9c1-511acb359933,False,True,True,445297193879972510,16.453886,-2.481835,Stereotype
9c8eb2c3-afc5-63fe-9fb5-f3cf0ea6e1ba,False,True,True,445297193879972512,1.5271006,-41.424995,Stereotype
3974491c-5385-0070-7667-ed27d66c883e,False,True,True,445297193879972514,33.35025,1.996858,Stereotype
31adb67c-8e02-d05d-5e54-4fbc7e492c85,False,True,True,445297193879972516,-26.938095,34.79823,Stereotype
3a102ee9-e669-e117-bf82-b69a1ad7e127,False,True,True,445297193879972518,35.594395,-26.375578,Stereotype
9a8ef593-e9b7-9c72-daa3-2406a2cc9b59,False,True,True,445297193879972520,2.6641743,24.588076,Stereotype
191c18e6-ac7d-b81e-fc32-dd2f533cbd83,False,True,True,445297193879972522,5.3841443,-34.70186,Stereotype
1cdd586d-899a-a9a5-6da5-e8e0e2356e6a,False,True,True,445297193879972524,7.467155,-38.95603,Stereotype
04ef5b50-0cb5-b3e2-5925-2bf6123d9580,False,True,True,445297193879972526,9.723844,-30.37037,Stereotype
7ae5dab5-c5e4-4309-6539-e529d9882c83,False,True,True,445297193879972528,-12.990716,-43.434002,Stereotype
021438b9-a694-0113-1e29-38d94dd8d519,False,True,True,445297193879972530,11.34071,-37.285572,Stereotype
9e6e062b-c9b1-2272-e779-0453a90f67f9,False,True,True,445297193879972532,46.048706,17.125195,Stereotype
542762e6-08ed-9040-9eaa-1e2a3c075cfd,False,True,True,445297193879972534,28.589417,-28.055882,Stereotype
fcd6747c-b17c-a6b5-0a2b-dab56e9bc068,False,True,True,445297193879972536,21.567266,-27.204039,Stereotype
30202f2c-66ea-8262-1ec7-04e366fbc7e6,False,True,True,445297193879972538,-14.27767,8.634945,Stereotype
926f8f2b-a8c7-b3f8-1a14-9ee299fb756d,False,True,True,445297193879972540,-14.236403,8.655874,Stereotype
2e5a2d43-5349-ca5a-6d53-37499c629118,False,True,True,445297193879972542,-10.654465,39.08191,Stereotype
206744d7-be42-f334-45d5-9aaa543e7562,False,True,True,445297193879972544,-9.221613,-8.548157,Stereotype
406c539e-c736-ea3d-7985-c40beba6effc,False,True,True,445297193879972546,-21.812817,-46.28502,Stereotype
4cb1ed76-71c2-4f08-471d-baca0f19d908,False,True,True,445297193879972548,-21.8152,-46.288895,Stereotype
a565a24e-ebaa-5119-06d5-0956c933859c,True,False,False,445297193879972550,58.382366,-17.263302,Security
e73799d7-efa4-423b-3620-6a0eb2332f4b,True,False,False,445297193879972552,60.88161,-16.659647,Security
c2a127ad-8a0a-7176-879d-29a252fe1bff,True,False,False,445297193879972554,76.38645,-17.375952,Security
021040ad-6db5-47e1-bcf1-68ea410b6e03,True,False,False,445297193879972556,54.52473,-18.69552,Security
5c29648d-892c-c5d2-8b60-73d800452177,True,False,False,445297193879972558,52.533417,-12.37058,Security
039c827d-578f-87ba-c5f6-a2e9ae9bcad3,True,False,False,445297193879972560,51.19989,-16.817415,Security
6da60c43-7524-4b11-ad02-724fa7369f6f,True,False,False,445297193879972562,49.963196,-15.752659,Security
f7365014-3a95-0d08-eaee-cad0f02ea5d2,True,False,False,445297193879972564,47.983086,-7.1585183,Security
7dc82b6f-4128-6e78-eea1-506a195983a6,True,False,False,445297193879972566,80.302414,-17.9621,Security
ecb8c395-6930-d2e5-c7a5-98443d5e3825,False,True,True,445297193879972568,37.949017,2.19606,Stereotype
eb89c79b-e432-8341-35ec-42b4a0301351,False,True,True,445297193879972570,8.596318,-43.011803,Stereotype
44f86e29-60d1-b071-4035-e4fc64f95b12,False,True,True,445297193879972572,8.595928,-43.01005,Stereotype
bfb7ee42-26f5-270c-4f92-f3f584f25c73,False,True,True,445297193879972574,8.598625,-43.020443,Stereotype
cb9ea552-0f5e-7a1b-ba60-5f0c93166a29,False,True,True,445297193879972576,35.634342,-26.358685,Stereotype
938729db-c6cd-fc94-9c23-7c9820a0aa8f,False,True,True,445297193879972578,45.74109,5.8448815,Stereotype
2afeb8b6-fd08-0cd0-02ef-2cd79e01c9b6,False,True,True,445297193879972580,5.384157,-34.70339,Stereotype
14e80ba1-07ec-4858-b195-7b588247ee5b,False,True,True,445297193879972582,-7.049442,-28.520851,Stereotype
04190732-ad1d-49c7-c01f-8bd233ae9dc5,False,True,True,445297193879972584,-13.731871,2.3120368,Stereotype
057a6eb8-b9d7-86eb-6021-fd41b5438357,False,True,True,445297193879972586,9.634114,-30.324371,Stereotype
72643b90-69b9-3d64-44ca-44d7dcb73ca3,False,True,True,445297193879972588,8.885884,50.25308,Stereotype
ece39266-717d-5094-bdc5-2b094726a749,False,True,True,445297193879972590,-55.4138,-18.366982,Stereotype
e6f314d1-889b-8476-ff76-da64a7523ab5,False,True,True,445297193879972592,11.318892,-37.290398,Stereotype
de4dbc9a-6fd4-801b-317e-c13c58e08f35,False,True,True,445297193879972594,46.04499,17.132242,Stereotype
f20637b9-a582-0f9a-9241-36e5ef9b4468,False,True,True,445297193879972596,-26.89545,40.247585,Stereotype
b87e4cbd-a7b0-3105-aef9-68c0bff1f2d1,False,True,True,445297193879972598,39.08801,-1.2332473,Stereotype
ef82075e-d0de-3b8d-b3a5-0d0a73701505,False,True,True,445297193879972600,28.590395,-28.058523,Stereotype
f199878a-2be6-9057-fe6d-12aa794b515e,False,True,True,445297193879972602,28.55193,-27.90258,Stereotype
d3830fb4-4599-cb45-7829-2f02ee1d3df9,False,True,True,445297193879972604,0.022094395,24.936726,Stereotype
3368a7b8-9ec5-03ac-efd9-e5967a1978c9,False,True,True,445297193879972606,25.983768,-37.567677,Stereotype
dd654b34-4db5-12e0-5d46-38e5bb1f5198,False,True,True,445297193879972608,28.273516,-43.99387,Stereotype
70fb7e0b-2627-1f01-384f-568d7734f8ad,False,True,True,445297193879972610,9.389837,22.506372,Stereotype
e5e2ec1c-45e8-3e21-8b37-b2f87eb7a4e5,False,True,True,445297193879972612,-3.7225626,36.944065,Stereotype
48bcff2f-be61-e232-4424-26612b52a1c3,True,False,False,445297193879972614,36.312775,63.304283,Security
f060c73b-8eaf-9d10-460f-f0d6cbb304da,True,False,False,445297193879972616,49.05502,-13.246309,Security
b42ec034-928c-13a0-1437-07c1dc12aed5,True,False,False,445297193879972618,60.742638,-15.896292,Security
f5673d2f-c087-5fb7-b417-1e3d7251f3b9,True,False,False,445297193879972620,54.572487,-16.112335,Security
b193f87d-291a-dcd4-6ab2-30397bb49cf0,True,False,False,445297193879972622,51.27337,-15.4724245,Security
9c07a84d-9d19-e49a-ebf5-549f97752acd,True,False,False,445297193879972624,46.657948,-7.8468366,Security
11a85c80-b764-606a-3a03-a2470b50471b,True,False,False,445297193879972626,66.2433,-28.302732,Security
998611dd-3742-5227-b5b3-3fbece3627bb,False,True,False,445297193879972628,-46.27517,-23.644217,Toxicity
17703a7b-2560-45c9-df13-e5d478851500,False,True,True,445297193879972630,-19.550129,-13.056309,Stereotype
70497a8b-0bfe-25a0-a4d9-f36b1a5cc958,False,True,True,445297193879972632,-18.319956,9.818305,Stereotype
6ff12800-4df7-382e-f6b5-5a7cab5ffb8f,False,True,True,445297193879972634,-7.170981,38.107327,Stereotype
ac1967f7-072b-89e1-82a8-032d03db1c8b,False,True,True,445297193879972636,44.241142,10.247277,Stereotype
6a074739-825f-22b0-9012-11f9d65aea1a,False,True,False,445297193879972638,10.747951,30.492651,Toxicity
f7d98c26-c330-0290-3950-d4e776c7e5a6,False,True,True,445297193879972640,2.7379317,24.587276,Stereotype
25de9481-efd2-09c5-f1c6-00b7ab07ac39,False,True,True,445297193879972642,11.023845,25.243036,Stereotype
f411a82f-3295-cc99-b539-5937f3dc8a77,False,True,True,445297193879972644,3.1150253,37.78244,Stereotype
1b55be08-6608-307f-414f-70e800b4aef4,False,True,True,445297193879972646,6.488575,34.12676,Stereotype
57539743-b760-73b5-cea2-b6e9437d66f3,False,True,True,445297193879972648,-13.708879,2.3305225,Stereotype
5784544a-9c58-91f3-dc7f-bc6b0309e89b,False,True,True,445297193879972650,-9.567881,-42.82871,Stereotype
fd1608ab-f72a-1e31-ed3b-8b613185b06c,False,True,True,445297193879972652,1.5394202,-41.42316,Stereotype
81a6de69-7b8c-eebd-70f4-919a0a2ec087,False,True,True,445297193879972654,-13.746405,2.3429215,Stereotype
3582f34f-900e-e962-e46d-8d6857921656,False,True,True,445297193879972656,-55.421474,-18.36145,Stereotype
60690d20-d3d9-497e-2af6-a9dbc6df82c9,False,True,True,445297193879972658,33.322712,1.9992131,Stereotype
f56dfd84-26be-fc7b-1d4e-a2a7d41a394d,False,True,True,445297193879972660,-26.937246,34.802834,Stereotype
70561740-1047-9c19-b7e2-c128e979fc0f,False,True,True,445297193879972662,33.51892,-2.0135527,Stereotype
effff53c-d9b7-7b92-b74f-f56206f62679,False,True,True,445297193879972664,-12.979929,-43.41853,Stereotype
2db23975-653c-d9ac-c4bb-9e0dbf298b58,False,True,True,445297193879972666,-12.804903,-0.33274442,Stereotype
99b8051a-0961-f7e4-a8d5-fc1ed476328a,False,True,True,445297193879972668,-5.2120996,-8.63231,Stereotype
